,meteorite_name,recclass,mass_g,impact_year,retclat,reclong
25732,Queen Alexandra Range 90235,L5,178.8,1990,-84.59343,162.23965
25733,Queen Alexandra Range 90236,L5,187.1,1990,-84.59515,162.31057
25734,Queen Alexandra Range 90237,L5,301.8,1990,-84.61391,162.1441
25735,Queen Alexandra Range 90238,L5,205.1,1990,-84.59515,162.3055
25736,Queen Alexandra Range 90239,L5,168.2,1990,-84.5903,162.71511
25737,Queen Alexandra Range 90240,L5,115.8,1990,-84.58294,162.77784
25738,Queen Alexandra Range 90241,L5,69.3,1990,-84.6055,162.15636
25739,Queen Alexandra Range 90242,L5,212.5,1990,-84.6082,162.15934
25740,Queen Alexandra Range 90243,L5,245.9,1990,-84.61073,162.15071
25741,Queen Alexandra Range 90244,L5,152.4,1990,-84.59304,162.25892
25742,Queen Alexandra Range 90245,L5,117.6,1990,-84.61019,162.14565
25743,Queen Alexandra Range 90246,L5,103.1,1990,-84.59805,162.21336
25744,Queen Alexandra Range 90247,L5,131.2,1990,-84.61084,162.13971
25745,Queen Alexandra Range 90248,L5,153.9,1990,-84.59325,162.24953
25746,Queen Alexandra Range 90249,L5,150.7,1990,-84.60108,162.20923
25747,Queen Alexandra Range 90250,L5,150.7,1990,-84.59642,162.37287
25748,Queen Alexandra Range 90251,L5,126.6,1990,-84.59528,162.31384
25749,Queen Alexandra Range 90252,L5,253.4,1990,-84.60994,162.14785
25750,Queen Alexandra Range 90253,L5,115.9,1990,-84.59512,162.31331
25751,Queen Alexandra Range 90254,L5,166.9,1990,-84.58227,162.64559
25752,Queen Alexandra Range 90255,H6,99.5,1990,-84.57484,162.57254
25753,Queen Alexandra Range 90256,L5,166,1990,-84.60292,162.20704
25754,Queen Alexandra Range 90257,L5,104,1990,-84.59479,162.36067
25755,Queen Alexandra Range 90258,L5,126.5,1990,-84.61147,162.13861
25756,Queen Alexandra Range 90259,L5,178.5,1990,-84.60981,162.13404
25757,Queen Alexandra Range 90260,L5,131.2,1990,-84.59496,162.31879
25758,Queen Alexandra Range 90261,L5,125.5,1990,-84.61149,162.1444
25759,Queen Alexandra Range 90263,L5,105.8,1990,-84.59633,162.29153
25760,Queen Alexandra Range 90264,L5,109.3,1990,-84.58572,162.58007
25761,Queen Alexandra Range 90265,L5,141.3,1990,-84.59482,162.34674
25762,Queen Alexandra Range 90266,L5,87.6,1990,-84.60617,162.13296
25763,Queen Alexandra Range 90267,L5,98,1990,-84.61457,162.12054
25764,Queen Alexandra Range 90268,L5,75.2,1990,-84.59388,162.37192
25765,Queen Alexandra Range 90269,L5,54,1990,-84.59482,162.30026
25766,Queen Alexandra Range 90270,L5,78,1990,-84.59359,162.24965
25767,Queen Alexandra Range 90271,L5,79.8,1990,-84.6097,162.14461
25768,Queen Alexandra Range 90272,L5,109.2,1990,-84.61234,162.13008
25769,Queen Alexandra Range 90273,L5,64.1,1990,-84.595,162.37477
25770,Queen Alexandra Range 90274,L5,99.5,1990,-84.59434,162.29631
25771,Queen Alexandra Range 90275,L5,45.7,1990,-84.61188,162.13272
25772,Queen Alexandra Range 90276,H5,65.7,1990,-84.6101,162.07548
25773,Queen Alexandra Range 90277,H6,26,1990,-84.59534,162.76926
25774,Queen Alexandra Range 90278,L5,16.7,1990,-84.60273,162.43539
25775,Queen Alexandra Range 90279,L5,8.9,1990,-84.60621,162.13882
25776,Queen Alexandra Range 90280,L5,7.5,1990,-84.59666,162.29559
25777,Queen Alexandra Range 90281,L5,29.3,1990,-84.61131,162.13068
25778,Queen Alexandra Range 90282,L5,236.8,1990,-84.58308,162.7736
25779,Queen Alexandra Range 90283,L5,93,1990,-84.58338,162.77217
25780,Queen Alexandra Range 90284,L5,85.7,1990,-84.58356,162.77051
25781,Queen Alexandra Range 90285,L5,179.1,1990,-84.58308,162.7736
25782,Queen Alexandra Range 90286,L5,429.3,1990,-84.61283,162.1382
25783,Queen Alexandra Range 93001,Mesosiderite,"1,050.80",1993,-84.61702,162.23253
25784,Queen Alexandra Range 93002,Mesosiderite,2.6,1993,-84.5756,162.56758
25785,Queen Alexandra Range 93004,CM2,3.5,1993,-84.6046,162.14832
25786,Queen Alexandra Range 93005,CM2,13.4,1993,-84.623,162.02102
25787,Queen Alexandra Range 93006,CM2,2.7,1993,-84.57594,162.56943
25788,Queen Alexandra Range 93007,CK5,3.1,1993,-84.60512,162.14133
25789,Queen Alexandra Range 93008,Howardite,2.9,1993,-84.59071,162.24734
25790,Queen Alexandra Range 93009,Diogenite,12.5,1993,-84.60873,162.36978
25791,Queen Alexandra Range 93010,H5,"6,214.90",1993,-84.63092,162.50513
25792,Queen Alexandra Range 93011,H4,"7,459.80",1993,-84.61597,162.44741
25793,Queen Alexandra Range 93012,H6,"8,000",1993,-84.57534,162.93682
25794,Queen Alexandra Range 93013,H5,"1,993.70",1993,-84.63018,162.4923
25795,Queen Alexandra Range 93014,H6,"1,767.20",1993,-84.62384,162.44194
25796,Queen Alexandra Range 93015,L6,"2,502",1993,-84.53526,162.70072
25797,Queen Alexandra Range 93016,L6,"1,979.60",1993,-84.61914,162.43054
25798,Queen Alexandra Range 93017,CM2,8.8,1993,-84,168
25799,Queen Alexandra Range 93018,CM2,1.3,1993,-84,168
25800,Queen Alexandra Range 93019,L6,"2,570",1993,-84.61638,161.91357
25801,Queen Alexandra Range 93020,L5,597.3,1993,-84.62303,162.05494
25802,Queen Alexandra Range 93021,L5,"2,100.30",1993,-84.57836,162.96276
25803,Queen Alexandra Range 93022,H5,"2,202.30",1993,-84,168
25804,Queen Alexandra Range 93023,H5,957.1,1993,-84.63053,162.50492
25805,Queen Alexandra Range 93024,H5,708.2,1993,-84.62928,162.50537
25806,Queen Alexandra Range 93025,H5,626.1,1993,-84.63051,162.50212
25807,Queen Alexandra Range 93026,H5,"1,258.70",1993,-84.63074,162.5054
25808,Queen Alexandra Range 93027,H5,"1,109.60",1993,-84.57278,162.08628
25809,Queen Alexandra Range 93028,H5,698.7,1993,-84.61776,162.25099
25810,Queen Alexandra Range 93029,H5,723.8,1993,-84.61319,162.38976
25811,Queen Alexandra Range 93030,H3.6,896.9,1993,-84.6278,162.00223
25812,Queen Alexandra Range 93031,L5,233.4,1993,-84.61784,162.09097
25813,Queen Alexandra Range 93032,L5,418,1993,-84.58735,162.58584
25814,Queen Alexandra Range 93033,H5,513.4,1993,-84,168
25815,Queen Alexandra Range 93034,H5,356.8,1993,-84.62247,162.21405
25816,Queen Alexandra Range 93035,L5,329.3,1993,-84.60554,162.18222
25817,Queen Alexandra Range 93036,L5,446.9,1993,-84.57728,162.02753
25818,Queen Alexandra Range 93037,L5,326.9,1993,-84.59713,162.4001
25819,Queen Alexandra Range 93038,H5,285.9,1993,-84.62372,161.90451
25820,Queen Alexandra Range 93039,L5,285.9,1993,-84.63031,162.00225
25821,Queen Alexandra Range 93040,L5,346.1,1993,-84.59408,162.33737
25822,Queen Alexandra Range 93041,L5,267.9,1993,-84.6137,161.88734
25823,Queen Alexandra Range 93042,L5,274.3,1993,-84.57659,162.06569
25824,Queen Alexandra Range 93043,H5,496.8,1993,-84,168
25825,Queen Alexandra Range 93044,L5,164.4,1993,-84.57865,162.05506
25826,Queen Alexandra Range 93045,L5,127.8,1993,-84.57868,162.05441
25827,Queen Alexandra Range 93046,H5,163.3,1993,-84.63054,162.05423
25828,Queen Alexandra Range 93047,L5,173.9,1993,-84.58294,162.58899
25829,Queen Alexandra Range 93048,L5,214.3,1993,-84.57526,162.93706
25830,Queen Alexandra Range 93049,H5,317.3,1993,-84,168
25831,Queen Alexandra Range 93050,LL4,145,1993,-84.57208,162.1394
25832,Queen Alexandra Range 93051,H5,139.4,1993,-84.5737,162.49708
25833,Queen Alexandra Range 93052,L5,164.9,1993,-84.5881,162.5492
25834,Queen Alexandra Range 93053,L5,161.2,1993,-84.57148,162.15262
25835,Queen Alexandra Range 93054,L5,183.9,1993,-84.57837,162.01677
25836,Queen Alexandra Range 93055,H5,148.6,1993,-84.62176,162.02273
25837,Queen Alexandra Range 93056,L5,202.4,1993,-84.57573,162.0759
25838,Queen Alexandra Range 93057,L5,186.8,1993,-84.59856,162.2344
25839,Queen Alexandra Range 93058,L5,138.2,1993,-84.58117,162.66547
25840,Queen Alexandra Range 93059,L5,189.6,1993,-84.57613,162.94855
25841,Queen Alexandra Range 93060,H5,118.5,1993,-84.57392,162.4929
25842,Queen Alexandra Range 93061,L5,160.4,1993,-84.57748,162.05567
25843,Queen Alexandra Range 93062,L5,99,1993,-84.59191,162.25684
25844,Queen Alexandra Range 93063,L5,185.5,1993,-84.5736,162.13155
25845,Queen Alexandra Range 93064,LL5,86.4,1993,-84.57798,162.56991
25846,Queen Alexandra Range 93065,L5,132.6,1993,-84.57548,162.04932
25847,Queen Alexandra Range 93066,H5,66.1,1993,-84.57965,162.63725
25848,Queen Alexandra Range 93067,L5,96.5,1993,-84.57936,162.6139
25849,Queen Alexandra Range 93068,L5,121.4,1993,-84.57806,162.04256
25850,Queen Alexandra Range 93069,Lunar (anorth),21.4,1993,-84.57651,162.56573
25851,Queen Alexandra Range 93070,L5,80.5,1993,-84.59891,162.20035
25852,Queen Alexandra Range 93071,H5,38.1,1993,-84.57952,162.64819
25853,Queen Alexandra Range 93072,L5,68.7,1993,-84.57146,162.15345
25854,Queen Alexandra Range 93073,L5,81.2,1993,-84.58208,162.56331
25855,Queen Alexandra Range 93074,L5,45.7,1993,-84.57295,162.13528
25856,Queen Alexandra Range 93075,L6,96.2,1993,-84.57261,162.13852
25857,Queen Alexandra Range 93076,L5,161.5,1993,-84.57709,162.08099
25858,Queen Alexandra Range 93077,L5,32.2,1993,-84.57179,162.13581
25859,Queen Alexandra Range 93078,L5,3.1,1993,-84.57583,162.08755
25860,Queen Alexandra Range 93079,H5,3.1,1993,-84.6303,162.52838
25861,Queen Alexandra Range 93080,L6,109.2,1993,-84.60295,162.18347
25862,Queen Alexandra Range 93081,H4,42.7,1993,-84.63018,162.52648
25863,Queen Alexandra Range 93082,L5,116.7,1993,-84.59971,162.19633
25864,Queen Alexandra Range 93083,H4,8.7,1993,-84.63066,162.53202
25865,Queen Alexandra Range 93084,H4,3.3,1993,-84.6305,162.52583
25866,Queen Alexandra Range 93085,L6,1.2,1993,-84.6307,162.53213
25867,Queen Alexandra Range 93086,H5,1.2,1993,-84.60303,162.16783
25868,Queen Alexandra Range 93087,L5,4.1,1993,-84.57232,162.02096
25869,Queen Alexandra Range 93088,L6,2.1,1993,-84.63075,162.5255
25870,Queen Alexandra Range 93089,H5,3.4,1993,-84.56827,162.05413
25871,Queen Alexandra Range 93090,H6,2.7,1993,-84.63017,162.52676
25872,Queen Alexandra Range 93091,H6,2.7,1993,-84.57564,162.564
25873,Queen Alexandra Range 93092,L5,2.7,1993,-84.57572,162.56647
25874,Queen Alexandra Range 93093,H6,1.8,1993,-84.57572,162.5665
25875,Queen Alexandra Range 93094,H6,1.8,1993,-84.57564,162.56673
25876,Queen Alexandra Range 93095,L5,1.4,1993,-84.57558,162.56555
25877,Queen Alexandra Range 93096,L5,1.5,1993,-84.57588,162.56314
25878,Queen Alexandra Range 93097,H6,2.2,1993,-84.57574,162.5666
25879,Queen Alexandra Range 93098,H6,1.2,1993,-84.5757,162.56524
25880,Queen Alexandra Range 93099,L6,1.2,1993,-84.5757,162.56631
25881,Queen Alexandra Range 93100,H6,0.7,1993,-84.63007,162.52665
25882,Queen Alexandra Range 93101,H6,0.7,1993,-84.57585,162.56291
25883,Queen Alexandra Range 93102,L6,3.4,1993,-84.56904,162.048
25884,Queen Alexandra Range 93103,H5,9.2,1993,-84.59133,162.3617
25885,Queen Alexandra Range 93104,H6,9.2,1993,-84.57566,162.56578
25886,Queen Alexandra Range 93105,H6,0.3,1993,-84.5757,162.56677
25887,Queen Alexandra Range 93106,H6,2.6,1993,-84.57578,162.56253
25888,Queen Alexandra Range 93107,H6,5.4,1993,-84.57366,162.24966
25889,Queen Alexandra Range 93108,L5,2.6,1993,-84.56761,162.05386
25890,Queen Alexandra Range 93109,L5,7.7,1993,-84.57569,162.56685
25891,Queen Alexandra Range 93110,H6,7.7,1993,-84.57559,162.56586
25892,Queen Alexandra Range 93111,H6,0.8,1993,-84.57563,162.56414
25893,Queen Alexandra Range 93112,L5,0.3,1993,-84.5757,162.56674
25894,Queen Alexandra Range 93113,L5,0.8,1993,-84.57584,162.56196
25895,Queen Alexandra Range 93114,H6,2.1,1993,-84.57568,162.56742
25896,Queen Alexandra Range 93115,L6,4.8,1993,-84.63091,162.5346
25897,Queen Alexandra Range 93116,L5,11.5,1993,-84.57586,162.56315
25898,Queen Alexandra Range 93117,H6,11.5,1993,-84.57563,162.56664
25899,Queen Alexandra Range 93118,L5,0.3,1993,-84.57571,162.56709
25900,Queen Alexandra Range 93119,L5,1.1,1993,-84.57597,162.56256
25901,Queen Alexandra Range 93120,L5,6.4,1993,-84.5758,162.56921
25902,Queen Alexandra Range 93121,H6,2.3,1993,-84.57569,162.56739
25903,Queen Alexandra Range 93122,L6,2.3,1993,-84.63005,162.52652
25904,Queen Alexandra Range 93123,L5,23.2,1993,-84.57558,162.56576
25905,Queen Alexandra Range 93124,H5,69.7,1993,-84.5721,162.24799
25906,Queen Alexandra Range 93125,H6,69.7,1993,-84.57592,162.56449
25907,Queen Alexandra Range 93126,Mesosiderite,2.6,1993,-84.576,162.56411
25908,Queen Alexandra Range 93127,L5,2,1993,-84.57603,162.56503
25909,Queen Alexandra Range 93128,L5,1.3,1993,-84.57576,162.567
25910,Queen Alexandra Range 93129,H4,7.6,1993,-84.57596,162.5685
25911,Queen Alexandra Range 93130,L5,8.7,1993,-84.57575,162.56602
25912,Queen Alexandra Range 93131,H5,3.4,1993,-84.57606,162.5666
25913,Queen Alexandra Range 93132,L5,3,1993,-84.57603,162.56669
25914,Queen Alexandra Range 93133,H5,3,1993,-84.57621,162.56174
25915,Queen Alexandra Range 93134,L5,0.9,1993,-84.5757,162.55816
25916,Queen Alexandra Range 93135,L5,3.6,1993,-84.57587,162.5666
25917,Queen Alexandra Range 93136,L6,6.9,1993,-84.57587,162.56773
25918,Queen Alexandra Range 93137,H5,6.9,1993,-84.57577,162.56572
25919,Queen Alexandra Range 93138,L5,1.2,1993,-84.57602,162.55904
25920,Queen Alexandra Range 93139,H5,1.2,1993,-84.57583,162.56528
25921,Queen Alexandra Range 93140,L6,11,1993,-84.57595,162.5674
25922,Queen Alexandra Range 93141,LL5,41.4,1993,-84.57828,162.55758
25923,Queen Alexandra Range 93142,H5,29.8,1993,-84.57585,162.56734
25924,Queen Alexandra Range 93143,L5,27.3,1993,-84.58211,162.5601
25925,Queen Alexandra Range 93144,L5,15.7,1993,-84.57583,162.56931
25926,Queen Alexandra Range 93145,L6,1.3,1993,-84.57609,162.56377
25927,Queen Alexandra Range 93146,H5,1.3,1993,-84.57586,162.56893
25928,Queen Alexandra Range 93147,L6,1.7,1993,-84.57586,162.56831
25929,Queen Alexandra Range 93148,Achondrite-ung,1.1,1993,-84.57584,162.56681
25930,Queen Alexandra Range 93149,L5,1.1,1993,-84.57578,162.56574
25931,Queen Alexandra Range 93150,Mesosiderite,1.1,1993,-84.57577,162.56633
25932,Queen Alexandra Range 93151,H6,8.4,1993,-84.57607,162.56666
25933,Queen Alexandra Range 93152,H6,4.2,1993,-84.57832,162.55632
25934,Queen Alexandra Range 93153,L5,11.6,1993,-84.57581,162.56671
25935,Queen Alexandra Range 93154,L6,2,1993,-84.5761,162.5628
25936,Queen Alexandra Range 93155,H6,2,1993,-84.57587,162.56521
25937,Queen Alexandra Range 93156,L5,10.4,1993,-84.57624,162.56763
25938,Queen Alexandra Range 93157,H5,3.1,1993,-84.57575,162.56592
25939,Queen Alexandra Range 93158,L6,3.1,1993,-84.57608,162.5639
25940,Queen Alexandra Range 93159,H5,0.5,1993,-84.57607,162.56165
25941,Queen Alexandra Range 93160,L5,11.5,1993,-84.57589,162.56828
25942,Queen Alexandra Range 93161,H4,4.8,1993,-84.57591,162.56937
25943,Queen Alexandra Range 93162,L5,27.4,1993,-84.57584,162.56935
25944,Queen Alexandra Range 93163,L5,5.1,1993,-84.57606,162.56654
25945,Queen Alexandra Range 93164,L5,20.8,1993,-84.57586,162.56637
25946,Queen Alexandra Range 93165,LL5,11.6,1993,-84.57589,162.56832
25947,Queen Alexandra Range 93166,L5,25.1,1993,-84.57607,162.56677
25948,Queen Alexandra Range 93167,H5,14.8,1993,-84.57586,162.56826
25949,Queen Alexandra Range 93168,LL6,60.2,1993,-84.57587,162.5674
25950,Queen Alexandra Range 93169,L6,2.4,1993,-84.57583,162.56821
25951,Queen Alexandra Range 93170,L5,2.4,1993,-84.57605,162.56349
25952,Queen Alexandra Range 93171,L6,1.3,1993,-84.57598,162.56415
25953,Queen Alexandra Range 93172,L5,1.3,1993,-84.57607,162.56438
25954,Queen Alexandra Range 93173,L5,1.6,1993,-84.57555,162.56739
25955,Queen Alexandra Range 93174,L5,3.3,1993,-84.57596,162.56264
25956,Queen Alexandra Range 93175,L5,24.7,1993,-84.57552,162.57218
25957,Queen Alexandra Range 93176,L5,2.1,1993,-84.57597,162.56789
25958,Queen Alexandra Range 93177,L5,25.8,1993,-84.57552,162.57144
25959,Queen Alexandra Range 93178,L5,60.4,1993,-84.57543,162.57222
25960,Queen Alexandra Range 93179,L5,5.9,1993,-84.57587,162.5685
25961,Queen Alexandra Range 93180,L5,11.1,1993,-84.57542,162.57204
25962,Queen Alexandra Range 93181,L5,1.3,1993,-84.57601,162.5627
25963,Queen Alexandra Range 93182,H5,135.5,1993,-84.57535,162.94324
25964,Queen Alexandra Range 93183,L6,9.7,1993,-84.57572,162.56781
25965,Queen Alexandra Range 93184,L5,4.3,1993,-84.57305,162.01818
25966,Queen Alexandra Range 93185,H5,4.3,1993,-84.57571,162.5698
25967,Queen Alexandra Range 93186,L5,36.7,1993,-84.57557,162.57008
25968,Queen Alexandra Range 93187,L5,32.5,1993,-84.57552,162.5708
25969,Queen Alexandra Range 93188,L5,32.2,1993,-84.65575,160.25552
25970,Queen Alexandra Range 93189,H5,6.3,1993,-84.57573,162.56794
25971,Queen Alexandra Range 93190,H5,9.3,1993,-84.62955,162.51383
25972,Queen Alexandra Range 93191,L5,63,1993,-84.58051,162.00567
25973,Queen Alexandra Range 93192,LL5,3.9,1993,-84.57571,162.56772
25974,Queen Alexandra Range 93193,L6,70.4,1993,-84.57114,162.16768
25975,Queen Alexandra Range 93194,L5,50.8,1993,-84.5761,162.57501
25976,Queen Alexandra Range 93195,L5,56.7,1993,-84.58098,162.00382
25977,Queen Alexandra Range 93196,L5,71,1993,-84.58026,161.98386
25978,Queen Alexandra Range 93197,L5,105,1993,-84.5935,162.30936
25979,Queen Alexandra Range 93198,L5,11.8,1993,-84.57576,162.56909
25980,Queen Alexandra Range 93199,H5,18.1,1993,-84.57586,162.57308
25981,Queen Alexandra Range 93200,L6,82.2,1993,-84.57011,162.19291
25982,Queen Alexandra Range 93201,H5,82.2,1993,-84.57571,162.56772
25983,Queen Alexandra Range 93202,L5,4.4,1993,-84.57565,162.56889
25984,Queen Alexandra Range 93203,H6,1.4,1993,-84.57585,162.57082
25985,Queen Alexandra Range 93204,L5,7.4,1993,-84.57574,162.56869
25986,Queen Alexandra Range 93205,H6,1.1,1993,-84.59202,162.31608
25987,Queen Alexandra Range 93206,H6,3.6,1993,-84.57553,162.56969
25988,Queen Alexandra Range 93207,L6,3.6,1993,-84.5922,162.22766
25989,Queen Alexandra Range 93208,H5,4.8,1993,-84.59915,162.19582
25990,Queen Alexandra Range 93209,L6,3.6,1993,-84.60208,162.18259
25991,Queen Alexandra Range 93210,H5,4.7,1993,-84.57937,162.61514
25992,Queen Alexandra Range 93211,L5,21.2,1993,-84.57566,162.08713
25993,Queen Alexandra Range 93212,H5,30.7,1993,-84.59225,162.2316
25994,Queen Alexandra Range 93213,H5,12.6,1993,-84.59105,162.24624
25995,Queen Alexandra Range 93214,H5,16.9,1993,-84.59117,162.24766
25996,Queen Alexandra Range 93215,H5,12.6,1993,-84.57946,162.6269
25997,Queen Alexandra Range 93216,L5,53.2,1993,-84.61636,162.08097
25998,Queen Alexandra Range 93217,H5,8.1,1993,-84.57932,162.61829
25999,Queen Alexandra Range 93218,H5,2.5,1993,-84.57209,162.02145
26000,Queen Alexandra Range 93219,H5,38.9,1993,-84.57926,162.61801
26001,Queen Alexandra Range 93220,L5,83.9,1993,-84.57641,162.08476
26002,Queen Alexandra Range 93221,H5,53.5,1993,-84.5796,162.63182
26003,Queen Alexandra Range 93222,L5,119.5,1993,-84.57891,162.02634
26004,Queen Alexandra Range 93223,L5,30.3,1993,-84.61277,162.08208
26005,Queen Alexandra Range 93224,L5,45.8,1993,-84.5792,162.02893
26006,Queen Alexandra Range 93225,L5,73.1,1993,-84.59443,162.36782
26007,Queen Alexandra Range 93226,H5,3.9,1993,-84.59097,162.24813
26008,Queen Alexandra Range 93227,L6,4.6,1993,-84.5909,162.2489
26009,Queen Alexandra Range 93228,L5,121.5,1993,-84.59384,162.36462
26010,Queen Alexandra Range 93229,L5,52.1,1993,-84.57777,162.04503
26011,Queen Alexandra Range 93230,L5,77.2,1993,-84.57479,162.08778
26012,Queen Alexandra Range 93231,L5,111.5,1993,-84.59349,162.28567
26013,Queen Alexandra Range 93232,H6,10.6,1993,-84.57949,162.61533
26014,Queen Alexandra Range 93233,H6,8.9,1993,-84.57937,162.6263
26015,Queen Alexandra Range 93234,H5,9,1993,-84.59107,162.24576
26016,Queen Alexandra Range 93235,LL5,9.1,1993,-84.57966,162.62089
26017,Queen Alexandra Range 93236,H6,4.1,1993,-84.59104,162.24622
26018,Queen Alexandra Range 93237,H6,1.4,1993,-84.59171,162.23345
26019,Queen Alexandra Range 93238,H6,27.8,1993,-84.60625,162.12264
26020,Queen Alexandra Range 93239,L6,18.6,1993,-84.59914,162.19833
26021,Queen Alexandra Range 93240,L5,52.2,1993,-84.59475,162.24027
26022,Queen Alexandra Range 93241,L5,26.7,1993,-84.57091,162.08275
26023,Queen Alexandra Range 93242,H6,22.2,1993,-84.59107,162.24816
26024,Queen Alexandra Range 93243,H5,21,1993,-84.57949,162.61502
26025,Queen Alexandra Range 93244,L5,53.4,1993,-84.59243,162.24718
26026,Queen Alexandra Range 93245,L5,124.7,1993,-84.59658,162.31037
26027,Queen Alexandra Range 93246,L6,21.3,1993,-84.59784,162.20598
26028,Queen Alexandra Range 93247,L5,68.3,1993,-84.5933,162.31231
26029,Queen Alexandra Range 93248,L6,3.4,1993,-84.61583,162.08097
26030,Queen Alexandra Range 93249,L5,29.4,1993,-84.59144,162.24846
26031,Queen Alexandra Range 93250,L5,20.6,1993,-84.59153,162.2402
26032,Queen Alexandra Range 93251,L5,37.2,1993,-84.57795,162.02662
26033,Queen Alexandra Range 93252,L5,37.2,1993,-84.59132,162.24186
26034,Queen Alexandra Range 93253,H5,3.8,1993,-84.5794,162.62671
26035,Queen Alexandra Range 93254,L5,3.8,1993,-84.59105,162.24581
26036,Queen Alexandra Range 93255,H5,9.9,1993,-84.61548,162.22847
26037,Queen Alexandra Range 93256,L6,1.4,1993,-84.59139,162.24177
26038,Queen Alexandra Range 93257,L5,3.5,1993,-84.57236,162.06641
26039,Queen Alexandra Range 93258,L5,8.2,1993,-84.59139,162.24174
26040,Queen Alexandra Range 93259,H5,3.8,1993,-84.59101,162.24823
26041,Queen Alexandra Range 93260,L5,24.4,1993,-84.59983,162.19327
26042,Queen Alexandra Range 93261,L6,4.3,1993,-84.58047,162.56225
26043,Queen Alexandra Range 93262,L5,7.4,1993,-84.57951,162.62756
26044,Queen Alexandra Range 93263,L5,39.7,1993,-84.57362,162.06762
26045,Queen Alexandra Range 93264,H6,96.1,1993,-84.59277,162.33742
26046,Queen Alexandra Range 93265,L5,48.5,1993,-84.59234,162.23514
26047,Queen Alexandra Range 93266,L5,43.2,1993,-84.57659,162.0846
26048,Queen Alexandra Range 93267,H5,8.5,1993,-84.61552,162.08015
26049,Queen Alexandra Range 93268,H5,6.6,1993,-84.5913,162.24312
26050,Queen Alexandra Range 93269,L5,20.4,1993,-84.57771,162.04531
26051,Queen Alexandra Range 93270,L5,1.5,1993,-84,168
26052,Queen Alexandra Range 93272,L5,14.2,1993,-84,168
26053,Queen Alexandra Range 93273,H5,1.1,1993,-84,168
26054,Queen Alexandra Range 93274,LL6,26,1993,-84,168
26055,Queen Alexandra Range 93275,H5,35.3,1993,-84,168
26056,Queen Alexandra Range 93276,L5,36.2,1993,-84,168
